Date,Open,High,Low,Close,Volume,Adj Close
2013-12-02,38.09,38.98,35.53,37.41,40196200,36.41
2013-11-01,35.67,38.29,35.39,38.13,41126100,37.11
2013-10-01,33.35,36.29,32.80,35.41,43783200,34.21
2013-09-03,31.75,33.75,30.95,33.28,64140000,32.15
2013-08-01,32.06,35.20,30.84,33.40,49729700,32.27
2013-07-01,34.75,36.43,31.02,31.84,52501300,30.54
2013-06-03,34.92,35.78,32.57,34.54,50535000,33.13
2013-05-01,32.93,35.28,32.32,34.90,51273800,33.48
2013-04-01,28.64,33.11,28.11,33.10,70041900,31.53
2013-03-01,27.72,28.66,27.52,28.61,45019900,27.25
2013-02-01,27.67,28.20,27.10,27.80,42969800,26.48
2013-01-02,27.25,28.23,26.28,27.45,56932500,25.93
2012-12-03,26.78,27.73,26.26,26.71,49503000,25.23
2012-11-01,28.84,30.20,26.34,26.62,66390700,25.15
2012-10-01,29.81,30.25,27.76,28.54,55946000,26.74
2012-09-04,30.45,31.61,29.74,29.76,49859800,27.89
2012-08-01,29.59,30.96,28.97,30.82,30797300,28.88
2012-07-02,30.62,31.05,28.54,29.47,42105900,27.43
2012-06-01,28.76,31.14,28.32,30.59,48969400,28.48
2012-05-01,32.05,32.34,28.64,29.19,47886600,27.17
2012-04-02,32.22,32.89,30.23,32.02,48821800,29.61
2012-03-01,31.93,32.95,31.49,32.26,44277900,29.83
2012-02-01,29.79,32.00,29.71,31.74,52182700,29.35
2012-01-03,26.55,29.95,26.39,29.53,70271500,27.13
2011-12-01,25.56,26.19,25.16,25.96,49264800,23.85
2011-11-01,26.19,27.20,24.30,25.58,53693200,23.50
2011-10-03,24.72,27.50,24.26,26.63,60235300,24.28
2011-09-01,26.46,27.50,24.60,24.89,63522800,22.70
2011-08-01,27.51,27.69,23.79,26.60,77332100,24.26
2011-07-01,25.93,28.15,25.84,27.40,68186100,24.83
2011-06-01,24.99,26.00,23.65,26.00,61376900,23.56
2011-05-02,25.94,26.25,24.03,25.01,67821800,22.66
2011-04-01,25.53,26.87,24.72,25.92,81658100,23.34
2011-03-01,26.60,26.78,24.68,25.39,59744300,22.86
